# Time 8,KK,Kpp,PP,K,Kp,K_KK,Kp_KK,Kpp_PP,Kp_PP,KKa,PPa
0.0000000000,346,0,254,1201,0,0,0,0,0,0,0
0.5000003900,140,14,248,912,63,199,7,3,3,0,0
1.0000007801,140,58,228,819,92,196,10,14,12,0,0
1.5000011701,167,104,220,782,102,170,9,21,13,0,0
2.0000015601,181,156,213,740,99,160,5,31,10,0,0
2.5000019502,168,177,201,703,90,171,7,47,6,0,0
3.0000023403,169,223,194,652,89,165,12,54,6,0,0
3.5000027304,177,252,188,601,113,159,10,57,9,0,0
4.0000031205,165,280,186,561,111,170,11,61,7,0,0
4.5000035104,184,308,168,544,101,149,13,76,10,0,0
5.0000039003,193,326,168,517,119,141,12,75,11,0,0
5.5000042901,185,343,160,476,127,149,12,85,9,0,0
6.0000046800,208,386,172,470,125,129,9,75,7,0,0
6.5000050699,200,391,141,450,101,133,13,99,14,0,0
7.0000054598,207,412,158,450,104,132,7,86,10,0,0
7.5000058497,204,422,154,424,113,127,15,90,10,0,0
8.0000062396,208,452,153,404,106,123,15,96,5,0,0
8.5000066299,219,470,148,366,132,122,5,96,10,0,0
9.0000070202,220,495,142,348,120,114,12,104,8,0,0
9.5000074105,225,513,132,324,121,104,17,112,10,0,0
10.0000078008,225,534,133,319,106,106,15,111,10,0,0
10.5000081911,216,522,131,287,139,118,12,114,9,0,0
11.0000085814,233,566,136,295,109,99,14,107,11,0,0
11.5000089717,231,569,126,271,118,104,11,120,8,0,0
12.0000093621,248,590,141,268,132,85,13,110,3,0,0
12.5000097524,244,617,138,255,111,91,11,109,7,0,0
13.0000101427,248,627,134,238,118,87,11,112,8,0,0
13.5000105330,235,630,128,232,102,93,18,121,5,0,0
14.0000109233,247,667,126,215,92,87,12,121,7,0,0
14.5000113136,251,663,114,207,96,80,15,130,10,0,0
15.0000117039,262,663,122,219,103,67,17,124,8,0,0
15.5000120942,246,667,136,213,103,76,24,107,11,0,0
16.0000124845,254,671,122,207,99,81,11,124,8,0,0
16.5000128748,260,659,129,217,114,75,11,117,8,0,0
17.0000132651,260,667,137,222,109,74,12,113,4,0,0
17.5000136554,267,651,121,226,112,63,16,121,12,0,0
18.0000140457,247,669,123,199,103,84,15,126,5,0,0
18.5000144360,257,697,131,190,102,74,15,117,6,0,0
19.0000148263,257,702,120,176,100,78,11,129,5,0,0
19.5000152166,256,692,120,183,102,73,17,132,2,0,0
20.0000156069,255,717,123,172,90,78,13,123,8,0,0
20.5000159972,251,729,137,173,87,76,19,109,8,0,0
21.0000163875,250,713,126,165,99,84,12,123,5,0,0
21.5000167778,254,707,116,176,88,73,19,134,4,0,0
22.0000171681,263,703,105,159,107,67,16,143,6,0,0
22.5000175584,264,736,129,166,92,66,16,120,5,0,0
23.0000179487,262,709,109,157,106,69,15,138,7,0,0
23.5000183390,277,732,120,166,100,59,10,130,4,0,0
24.0000187293,277,742,124,174,86,55,14,119,11,0,0
24.5000191196,281,738,129,170,103,51,14,117,8,0,0
25.0000195099,270,723,111,157,102,60,16,132,11,0,0
25.5000199002,267,734,122,167,89,65,14,124,8,0,0
26.0000202906,258,729,127,161,96,74,14,123,4,0,0
26.5000206809,265,726,111,154,97,68,13,133,10,0,0
27.0000210712,267,743,123,169,79,69,10,126,5,0,0
27.5000214615,258,727,113,154,91,72,16,132,9,0,0
28.0000218518,274,734,109,157,93,62,10,142,3,0,0
28.5000222421,270,734,119,153,103,66,10,132,3,0,0
29.0000226324,268,719,115,164,101,67,11,134,5,0,0
29.5000230227,269,714,120,169,107,65,12,127,7,0,0
30.0000234130,265,730,106,161,81,69,12,144,4,0,0
30.5000238033,273,744,121,160,91,57,16,123,10,0,0
31.0000241936,279,729,108,160,99,60,7,138,8,0,0
