# Time 8,KK,Kpp,P,K,Kp,K_KK,Kp_KK,Kpp_P,Kp_P,KKa,Pa
236.5001839391,181,412,196,439,127,107,12,92,12,0,0
237.0001843278,168,391,172,418,132,120,12,112,16,0,0
237.5001847164,179,407,189,438,124,110,11,103,8,0,0
238.0001851051,171,382,178,450,118,112,17,115,7,0,0
238.5001854938,172,384,184,442,131,120,8,106,10,0,0
239.0001858824,164,368,168,430,135,125,11,121,11,0,0
239.5001862711,175,363,177,453,137,113,12,107,16,0,0
240.0001866598,187,369,188,465,142,101,12,106,6,0,0
240.5001870484,170,379,189,461,120,121,9,98,13,0,0
241.0001874371,182,374,174,463,120,114,4,112,14,0,0
241.5001878258,171,357,177,467,125,117,12,110,13,0,0
242.0001882145,188,376,183,495,101,97,15,96,21,0,0
242.5001886031,178,361,185,482,121,114,8,106,9,0,0
243.0001889918,174,351,171,484,111,117,9,113,16,0,0
243.5001893805,176,349,196,490,134,117,7,91,13,0,0
244.0001897691,176,348,187,486,130,119,5,101,12,0,0
244.5001901578,176,343,180,495,119,112,12,112,8,0,0
245.0001905465,169,354,182,460,138,120,11,103,15,0,0
245.5001909351,182,391,184,458,118,111,7,95,21,0,0
246.0001913238,173,391,193,471,105,116,11,97,10,0,0
246.5001917125,171,364,176,453,131,116,13,108,16,0,0
247.0001921011,168,383,185,459,112,120,12,106,9,0,0
247.5001924898,189,407,191,467,107,103,8,99,10,0,0
248.0001928785,165,400,178,431,113,129,6,110,12,0,0
248.5001932671,171,391,171,436,116,116,13,117,12,0,0
249.0001936558,177,392,182,456,112,115,8,102,16,0,0
249.5001940445,177,377,177,449,129,109,14,117,6,0,0
250.0001944331,167,379,169,423,135,118,15,117,14,0,0
250.5001948218,177,394,189,444,129,112,11,99,12,0,0
251.0001952105,195,399,165,451,111,97,8,122,13,0,0
251.5001955991,177,408,178,429,119,110,13,114,8,0,0
252.0001959878,178,417,165,406,121,105,17,126,9,0,0
252.5001963765,189,435,181,399,137,97,14,116,3,0,0
253.0001967651,177,440,192,396,134,109,14,97,11,0,0
253.5001971538,193,423,169,417,123,93,14,117,14,0,0
254.0001975425,190,448,188,417,114,94,16,104,8,0,0
254.5001979311,188,438,173,410,114,105,7,116,11,0,0
255.0001983198,193,426,179,407,140,97,10,110,11,0,0
255.5001987085,180,431,170,402,118,111,9,117,13,0,0
256.0001990971,171,440,170,377,125,122,7,119,11,0,0
256.5001994989,196,459,180,385,133,93,11,110,10,0,0
257.0001999007,197,464,174,387,121,92,11,113,13,0,0
257.5002003024,196,464,163,385,111,95,9,129,8,0,0
258.0002007042,188,464,160,370,115,103,9,124,16,0,0
258.5002011059,183,458,163,380,109,109,8,126,11,0,0
259.0002015077,177,459,173,381,111,108,15,116,11,0,0
259.5002019094,201,447,157,392,120,84,15,128,15,0,0
260.0002023112,176,443,164,377,121,114,10,123,13,0,0
260.5002027130,171,433,177,389,127,113,16,119,4,0,0
261.0002031147,185,465,171,369,123,103,12,116,13,0,0
261.5002035165,185,458,172,382,118,103,12,120,8,0,0
262.0002039182,201,470,152,380,104,95,4,137,11,0,0
262.5002043200,189,465,171,381,115,99,12,123,6,0,0
263.0002047217,184,460,158,386,97,109,7,129,13,0,0
263.5002051235,176,453,182,380,126,113,11,109,9,0,0
264.0002055253,181,451,189,407,113,110,9,104,7,0,0
264.5002059270,179,427,165,417,101,113,8,129,6,0,0
265.0002063288,178,425,164,417,101,108,14,127,9,0,0
265.5002067305,184,446,181,408,112,107,9,110,9,0,0
266.0002071323,179,428,166,383,135,117,4,123,11,0,0
266.5002075341,197,447,174,414,111,90,13,116,10,0,0
267.0002079358,179,433,170,407,110,113,8,125,5,0,0
267.5002083376,180,451,183,405,108,109,11,102,15,0,0
268.0002087393,183,445,174,422,91,111,6,114,12,0,0
268.5002091411,189,432,166,413,111,100,11,127,7,0,0
269.0002095428,196,447,176,414,112,88,16,113,11,0,0
269.5002099446,182,465,188,383,123,103,15,100,12,0,0
270.0002103464,184,427,162,387,133,108,8,127,11,0,0
270.5002107481,192,443,179,406,123,98,10,110,11,0,0
271.0002111499,188,427,173,413,122,101,11,116,11,0,0
271.5002115516,177,429,171,394,126,108,15,121,8,0,0
272.0002119534,194,458,180,400,117,88,18,111,9,0,0
272.5002123552,162,468,176,374,97,126,12,116,8,0,0
273.0002127569,193,464,171,382,119,96,11,121,8,0,0
273.5002131587,190,459,169,405,96,98,12,118,13,0,0
274.0002135604,186,459,175,396,107,100,14,115,10,0,0
274.5002139622,171,443,160,383,106,122,7,133,7,0,0
275.0002143639,185,437,165,389,125,107,8,125,10,0,0
275.5002147657,169,459,190,386,115,124,7,104,6,0,0
276.0002151675,182,430,167,392,128,110,8,122,11,0,0
276.5002155692,188,414,169,412,132,98,14,118,13,0,0
277.0002159710,176,414,174,411,126,114,10,119,7,0,0
277.5002163727,188,416,183,422,134,102,10,100,17,0,0
278.0002167745,173,419,181,414,122,116,11,98,21,0,0
278.5002171762,172,412,179,412,128,119,9,115,6,0,0
279.0002175780,184,433,174,405,121,109,7,113,13,0,0
279.5002179798,189,426,173,408,129,104,7,118,9,0,0
280.0002183815,188,447,192,427,107,101,11,101,7,0,0
280.5002187833,172,432,192,427,106,117,11,102,6,0,0
281.0002191850,183,411,177,414,136,107,10,113,10,0,0
281.5002195868,170,423,179,412,115,116,14,113,8,0,0
282.0002199886,168,419,188,401,137,123,9,98,14,0,0
282.5002203903,167,405,176,409,130,118,15,114,10,0,0
283.0002207921,192,421,183,426,129,95,13,107,10,0,0
283.5002211938,169,413,177,406,128,116,15,114,9,0,0
284.0002215956,170,400,171,428,114,124,6,118,11,0,0
284.5002219973,171,399,170,414,129,114,15,121,9,0,0
285.0002223991,183,407,171,422,126,105,12,117,12,0,0
285.5002228009,179,421,168,416,111,107,14,118,14,0,0
286.0002232026,178,432,183,424,106,111,11,109,8,0,0
286.5002236044,177,428,174,417,107,111,12,110,16,0,0
287.0002240061,176,413,159,410,113,111,13,128,13,0,0
287.5002244079,196,433,159,408,115,98,6,131,10,0,0
288.0002248096,183,443,185,412,114,104,13,109,6,0,0
288.5002252114,184,445,170,401,109,105,11,119,11,0,0
289.0002256132,180,430,156,397,110,111,9,132,12,0,0
289.5002260149,189,435,176,409,122,106,5,116,8,0,0
290.0002264167,185,442,171,400,115,109,6,119,10,0,0
290.5002268184,190,460,171,398,104,99,11,126,3,0,0
291.0002272202,191,462,181,380,131,99,10,112,7,0,0
291.5002276220,184,490,187,386,96,97,19,101,12,0,0
292.0002280237,191,465,172,376,123,100,9,118,10,0,0
292.5002284255,189,448,164,378,128,104,7,123,13,0,0
293.0002288272,180,449,167,381,118,107,13,124,9,0,0
293.5002292290,184,446,192,402,129,106,10,98,10,0,0
294.0002296307,185,443,188,410,121,105,10,107,5,0,0
294.5002300325,177,441,168,388,117,112,11,122,10,0,0
295.0002304343,183,443,175,410,106,106,11,121,4,0,0
295.5002308360,189,448,186,407,121,100,11,106,8,0,0
296.0002312378,182,452,175,383,123,113,5,113,12,0,0
296.5002316395,171,448,172,383,113,115,14,116,12,0,0
297.0002320413,178,460,159,370,108,109,13,126,15,0,0
297.5002324430,178,467,178,376,114,110,12,115,7,0,0
298.0002328448,206,462,175,391,129,83,11,118,7,0,0
298.5002332466,174,448,169,375,121,114,12,124,7,0,0
299.0002336483,193,461,160,384,109,91,16,128,12,0,0
299.5002340501,173,467,152,350,109,120,7,132,16,0,0
300.0000010533,183,453,172,362,141,107,10,119,9,0,0
