# Time 8,KK,Kpp,PP,K,Kp,K_KK,Kp_KK,Kpp_PP,Kp_PP,KKa,PPa
0.0000000000,33,0,567,1201,0,0,0,0,0,0,0
0.5000001486,26,1,567,1193,0,6,1,0,0,0,0
1.0000002973,24,4,567,1188,0,7,2,0,0,0,0
1.5000004459,26,7,566,1186,0,7,0,1,0,0,0
2.0000005946,27,9,566,1185,0,6,0,1,0,0,0
2.5000007432,20,12,564,1173,0,10,3,3,0,0,0
3.0000008919,25,14,562,1172,2,6,2,4,1,0,0
3.5000010405,27,20,563,1169,2,5,1,4,0,0,0
4.0000011892,24,25,565,1163,2,9,0,2,0,0,0
4.5000013377,19,24,561,1157,0,14,0,6,0,0,0
5.0000014865,20,25,559,1153,2,13,0,7,1,0,0
5.5000016351,18,25,560,1152,2,15,0,6,1,0,0
6.0000017833,20,29,561,1152,1,11,2,4,2,0,0
6.5000019324,23,34,561,1149,2,10,0,6,0,0,0
7.0000020810,28,38,557,1145,3,4,1,10,0,0,0
7.5000022289,27,38,555,1143,2,6,0,11,1,0,0
8.0000023783,28,39,561,1148,3,4,1,5,1,0,0
8.5000025269,22,36,561,1146,2,9,2,6,0,0,0
9.0000026749,21,32,560,1147,3,9,3,6,1,0,0
9.5000028240,23,33,558,1143,6,10,0,8,1,0,0
10.0000029725,24,36,559,1144,4,8,1,6,2,0,0
10.5000031210,23,37,561,1145,3,9,1,6,0,0,0
11.0000032696,25,39,560,1145,2,7,1,6,1,0,0
11.5000034181,18,38,559,1138,2,13,2,8,0,0,0
12.0000035667,22,43,562,1140,2,11,0,4,1,0,0
12.5000037152,14,41,562,1131,5,18,1,5,0,0,0
13.0000038637,17,43,560,1129,6,15,1,7,0,0,0
13.5000040123,18,46,563,1132,4,14,1,4,0,0,0
14.0000041608,21,51,565,1131,5,8,4,1,1,0,0
14.5000043094,22,52,560,1128,3,11,0,6,1,0,0
15.0000044579,18,50,556,1122,3,14,1,10,1,0,0
15.5000046065,23,50,554,1125,3,10,0,10,3,0,0
16.0000047550,27,52,556,1128,4,4,2,8,3,0,0
16.5000049037,30,50,554,1130,5,3,0,12,1,0,0
17.0000050525,28,41,557,1141,4,4,1,10,0,0,0
17.5000052013,24,37,554,1138,4,8,1,11,2,0,0
18.0000053500,21,37,559,1136,8,12,0,8,0,0,0
18.5000054988,25,42,561,1137,8,7,1,6,0,0,0
19.0000056475,23,37,552,1131,8,9,1,13,2,0,0
19.5000057963,24,35,554,1132,12,9,0,12,1,0,0
20.0000059450,24,36,557,1136,10,8,1,6,4,0,0
20.5000060938,22,36,559,1137,9,11,0,8,0,0,0
21.0000062425,20,35,557,1135,8,12,1,10,0,0,0
21.5000063913,27,39,558,1141,6,6,0,8,1,0,0
22.0000065400,26,43,559,1136,7,6,1,6,2,0,0
22.5000066888,27,42,560,1140,6,5,1,7,0,0,0
23.0000068375,23,42,562,1137,7,9,1,5,0,0,0
23.5000069863,17,41,555,1128,4,16,0,10,2,0,0
24.0000071350,18,40,558,1133,4,12,3,8,1,0,0
24.5000072838,16,47,560,1125,5,15,2,7,0,0,0
25.0000074326,18,52,563,1125,5,15,0,4,0,0,0
25.5000075813,19,48,556,1124,4,11,3,10,1,0,0
26.0000077301,20,47,558,1128,4,13,0,9,0,0,0
26.5000078788,22,44,557,1132,4,11,0,10,0,0,0
27.0000080276,20,36,552,1133,4,12,1,13,2,0,0
27.5000081763,20,33,551,1133,6,13,0,15,1,0,0
28.0000083251,22,37,555,1136,5,11,0,12,0,0,0
28.5000084738,22,43,558,1135,3,10,1,8,1,0,0
29.0000086226,20,42,556,1130,5,13,0,11,0,0,0
29.5000087713,16,33,553,1133,4,13,4,11,3,0,0
30.0000089201,24,41,563,1142,5,7,2,4,0,0,0
30.5000090688,25,42,562,1141,5,6,2,3,2,0,0
31.0000092176,26,41,560,1140,6,6,1,6,1,0,0
31.5000093663,23,39,558,1137,6,9,1,9,0,0,0
32.0000095151,20,39,554,1130,6,13,0,11,2,0,0
32.5000096638,21,37,554,1130,9,11,1,12,1,0,0
33.0000098126,24,41,559,1132,11,9,0,8,0,0,0
33.5000099614,25,41,559,1137,7,7,1,8,0,0,0
34.0000101101,28,38,555,1139,7,5,0,12,0,0,0
34.5000102589,24,34,559,1142,8,9,0,7,1,0,0
35.0000104076,26,37,561,1143,8,7,0,5,1,0,0
35.5000105564,27,36,558,1143,7,6,0,9,0,0,0
36.0000107051,24,34,561,1145,7,9,0,6,0,0,0
36.5000108539,22,37,562,1140,8,9,2,3,2,0,0
37.0000110026,23,34,554,1136,8,8,2,12,1,0,0
37.5000111514,23,42,558,1133,7,9,1,8,1,0,0
38.0000113001,26,43,557,1135,6,7,0,7,3,0,0
38.5000114489,25,35,558,1140,9,8,0,8,1,0,0
39.0000115976,25,40,557,1135,8,5,3,10,0,0,0
39.5000117464,25,42,560,1137,7,6,2,7,0,0,0
40.0000118951,24,43,557,1134,5,9,0,8,2,0,0
40.5000120439,24,45,559,1132,7,9,0,8,0,0,0
41.0000121927,26,45,559,1135,6,6,1,6,2,0,0
41.5000123414,24,40,555,1132,8,7,2,10,2,0,0
42.0000124902,24,40,559,1137,7,9,0,7,1,0,0
42.5000126389,21,39,558,1136,5,11,1,9,0,0,0
43.0000127877,21,38,554,1136,2,10,2,11,2,0,0
43.5000129364,25,41,559,1142,2,8,0,7,1,0,0
44.0000130852,25,38,555,1141,2,8,0,12,0,0,0
44.5000132339,24,37,561,1145,4,8,1,4,2,0,0
45.0000133827,26,34,555,1142,6,7,0,10,2,0,0
45.5000135314,24,30,556,1144,7,8,1,11,0,0,0
46.0000136802,27,33,557,1146,6,6,0,8,2,0,0
46.5000138289,25,37,558,1142,5,8,0,8,1,0,0
47.0000139777,26,39,562,1144,6,7,0,5,0,0,0
47.5000141264,20,39,558,1134,6,12,1,8,1,0,0
48.0000142752,24,43,558,1133,7,9,0,8,1,0,0
48.5000144239,29,46,558,1136,6,4,0,8,1,0,0
49.0000145727,20,42,558,1131,6,11,2,9,0,0,0
49.5000147215,21,48,560,1130,4,12,0,6,1,0,0
50.0000148702,21,49,558,1127,4,9,3,8,1,0,0
