# Time 8,KK,Kpp,PP,K,Kp,K_KK,Kp_KK,Kpp_PP,Kp_PP,KKa,PPa
0.0000000000,582,0,18,1201,0,0,0,0,0,0,0
0.5000003900,268,51,18,734,102,303,11,0,0,0,0
1.0000007801,298,202,14,575,136,261,23,3,1,0,0
1.5000011701,317,381,11,409,139,238,27,6,1,0,0
2.0000015601,370,564,9,298,118,192,20,9,0,0,0
2.5000019502,398,724,12,200,87,160,24,5,1,0,0
3.0000023403,448,843,6,140,72,114,20,12,0,0,0
3.5000027304,483,944,7,104,43,85,14,11,0,0,0
4.0000031205,507,1013,6,65,36,69,6,11,1,0,0
4.5000035104,522,1066,7,37,27,50,10,11,0,0,0
5.0000039003,547,1110,7,32,13,25,10,11,0,0,0
5.5000042901,560,1134,6,21,12,17,5,11,1,0,0
6.0000046800,561,1148,8,12,10,20,1,10,0,0,0
6.5000050699,569,1158,6,11,7,11,2,12,0,0,0
7.0000054598,569,1168,8,7,3,10,3,10,0,0,0
7.5000058497,573,1170,9,3,10,8,1,9,0,0,0
8.0000062396,578,1178,6,5,2,3,1,12,0,0,0
8.5000066299,578,1180,8,4,3,3,1,10,0,0,0
9.0000070202,579,1182,8,2,4,2,1,10,0,0,0
9.5000074105,580,1182,6,2,3,2,0,12,0,0,0
10.0000078008,578,1178,7,1,7,4,0,11,0,0,0
10.5000081911,580,1184,8,1,4,1,1,10,0,0,0
11.0000085814,581,1181,6,1,6,1,0,12,0,0,0
11.5000089717,582,1182,6,4,3,0,0,12,0,0,0
12.0000093621,582,1178,3,3,5,0,0,15,0,0,0
12.5000097524,580,1178,3,2,4,2,0,15,0,0,0
13.0000101427,579,1183,8,0,5,2,1,10,0,0,0
13.5000105330,581,1187,8,1,2,0,1,10,0,0,0
14.0000109233,579,1183,9,1,5,2,1,9,0,0,0
14.5000113136,577,1181,6,1,2,2,3,12,0,0,0
15.0000117039,578,1179,7,2,5,2,2,11,0,0,0
15.5000120942,578,1184,6,0,1,2,2,12,0,0,0
16.0000124845,579,1184,8,1,3,1,2,10,0,0,0
16.5000128748,579,1181,7,3,3,1,2,11,0,0,0
17.0000132651,579,1182,5,1,2,0,3,13,0,0,0
17.5000136554,582,1180,2,1,4,0,0,16,0,0,0
18.0000140457,580,1185,8,0,4,0,2,10,0,0,0
18.5000144360,581,1186,10,2,4,0,1,8,0,0,0
19.0000148263,580,1181,6,4,2,1,1,12,0,0,0
19.5000152166,578,1176,5,1,7,3,1,13,0,0,0
20.0000156069,579,1184,9,1,4,1,2,9,0,0,0
20.5000159972,580,1181,7,2,5,1,1,11,0,0,0
21.0000163875,576,1177,7,1,6,3,3,11,0,0,0
21.5000167778,578,1180,6,1,4,2,2,12,0,0,0
22.0000171681,582,1188,8,1,2,0,0,10,0,0,0
22.5000175584,581,1181,2,1,2,0,1,16,0,0,0
23.0000179487,581,1182,6,1,5,1,0,12,0,0,0
23.5000183390,582,1183,4,1,3,0,0,14,0,0,0
24.0000187293,579,1183,9,2,4,0,3,9,0,0,0
24.5000191196,582,1183,6,2,4,0,0,12,0,0,0
