# Time 8,KK,Kpp,PP,K,Kp,K_KK,Kp_KK,Kpp_PP,Kp_PP,KKa,PPa
0.0000000000,168,0,432,1201,0,0,0,0,0,0,0
0.5000001486,129,8,432,1154,0,38,1,0,0,0,0
1.0000002973,124,33,431,1116,7,37,7,1,0,0,0
1.5000004459,111,57,425,1073,7,51,6,7,0,0,0
2.0000005946,115,86,423,1044,9,49,4,7,2,0,0
2.5000007432,119,112,420,1019,9,42,7,10,2,0,0
3.0000008919,118,127,411,989,14,47,3,17,4,0,0
3.5000010405,126,146,415,981,15,38,4,15,2,0,0
4.0000011892,123,146,406,967,17,42,3,24,2,0,0
4.5000013377,120,155,400,945,21,45,3,27,5,0,0
5.0000014865,128,163,396,941,21,35,5,34,2,0,0
5.5000016351,126,171,403,937,22,39,3,28,1,0,0
6.0000017833,121,170,393,925,20,43,4,36,3,0,0
6.5000019324,124,186,405,920,24,38,6,26,1,0,0
7.0000020810,127,204,406,910,20,38,3,23,3,0,0
7.5000022289,135,218,409,904,23,32,1,20,3,0,0
8.0000023783,126,213,405,895,24,37,5,20,7,0,0
8.5000025269,127,214,401,889,26,36,5,29,2,0,0
9.0000026749,121,217,402,878,29,42,5,29,1,0,0
9.5000028240,120,224,396,866,27,44,4,32,4,0,0
10.0000029725,119,232,395,856,27,48,1,32,5,0,0
10.5000031210,121,233,393,855,27,41,6,37,2,0,0
11.0000032696,119,248,401,840,33,48,1,27,4,0,0
11.5000034181,125,248,396,841,33,39,4,33,3,0,0
12.0000035667,125,243,395,844,34,42,1,30,7,0,0
12.5000037152,135,248,388,841,35,29,4,41,3,0,0
13.0000038637,130,252,390,835,34,35,3,34,8,0,0
13.5000040123,130,251,395,840,35,35,3,34,3,0,0
14.0000041608,117,234,385,834,35,46,5,44,3,0,0
14.5000043094,127,245,390,843,30,36,5,37,5,0,0
15.0000044579,130,248,394,849,28,33,5,36,2,0,0
15.5000046065,122,253,395,841,24,43,3,34,3,0,0
16.0000047550,124,249,388,836,28,39,5,40,4,0,0
16.5000049037,124,253,390,835,27,43,1,38,4,0,0
17.0000050525,132,252,383,837,27,30,6,46,3,0,0
17.5000052013,118,247,384,834,22,50,0,43,5,0,0
18.0000053500,112,241,383,832,23,52,4,43,6,0,0
18.5000054988,116,250,386,827,26,45,7,41,5,0,0
19.0000056475,120,260,389,826,24,44,4,38,5,0,0
19.5000057963,133,270,389,825,28,33,2,36,7,0,0
20.0000059450,133,263,390,832,29,34,1,35,7,0,0
20.5000060938,129,262,397,839,26,29,10,32,3,0,0
21.0000062425,131,270,393,828,27,34,3,37,2,0,0
21.5000063913,122,264,397,828,28,39,7,32,3,0,0
22.0000065400,117,262,392,821,27,45,6,33,7,0,0
22.5000066888,124,264,388,820,29,40,4,38,6,0,0
23.0000068375,124,264,382,820,23,42,2,47,3,0,0
23.5000069863,125,274,387,822,17,38,5,43,2,0,0
24.0000071350,127,277,390,820,21,38,3,41,1,0,0
24.5000072838,127,272,398,831,23,35,6,33,1,0,0
25.0000074326,124,261,383,821,26,39,5,47,2,0,0
25.5000075813,126,267,386,819,27,38,4,42,4,0,0
26.0000077301,124,261,380,813,31,43,1,47,5,0,0
26.5000078788,126,262,387,822,30,39,3,42,3,0,0
27.0000080276,131,259,383,832,24,35,2,47,2,0,0
27.5000081763,121,257,389,828,26,41,6,42,1,0,0
28.0000083251,121,252,386,829,27,41,6,41,5,0,0
28.5000084738,123,251,393,837,29,42,3,34,5,0,0
29.0000086226,123,242,383,836,29,42,3,46,3,0,0
29.5000087713,124,241,381,835,30,41,3,43,8,0,0
30.0000089201,128,237,385,851,26,37,3,40,7,0,0
30.5000090688,131,245,390,844,33,36,1,38,4,0,0
31.0000092176,125,238,391,849,30,38,5,37,4,0,0
31.5000093663,124,231,388,854,28,42,2,39,5,0,0
32.0000095151,121,236,399,854,31,41,6,32,1,0,0
32.5000096638,126,238,391,850,30,32,10,38,3,0,0
33.0000098126,124,245,391,843,28,40,4,36,5,0,0
33.5000099614,123,252,402,846,28,41,4,27,3,0,0
34.0000101101,129,260,401,839,32,37,2,29,2,0,0
34.5000102589,128,247,391,840,33,38,2,37,4,0,0
35.0000104076,124,248,395,839,33,40,4,30,7,0,0
35.5000105564,122,254,399,834,34,43,3,33,0,0,0
36.0000107051,121,259,398,829,32,42,5,31,3,0,0
36.5000108539,119,258,392,823,31,47,2,33,7,0,0
37.0000110026,132,272,402,834,29,34,2,28,2,0,0
37.5000111514,128,280,398,819,28,35,5,32,2,0,0
38.0000113001,113,279,394,800,29,46,9,37,1,0,0
38.5000114489,118,287,385,792,25,48,2,41,6,0,0
39.0000115976,128,285,390,808,26,37,3,42,0,0,0
39.5000117464,124,266,381,811,29,39,5,48,3,0,0
40.0000118951,112,265,395,813,30,52,4,37,0,0,0
40.5000120439,123,277,393,805,35,42,3,36,3,0,0
41.0000121927,123,265,393,816,36,42,3,33,6,0,0
41.5000123414,127,268,404,830,34,38,3,28,0,0,0
42.0000124902,135,272,398,823,39,29,4,31,3,0,0
42.5000126389,129,279,399,815,35,34,5,33,0,0,0
43.0000127877,123,279,388,803,30,42,3,37,7,0,0
43.5000129364,124,271,385,809,30,40,4,44,3,0,0
44.0000130852,131,277,396,821,30,33,4,32,4,0,0
44.5000132339,132,280,404,827,30,30,6,26,2,0,0
45.0000133827,135,278,392,826,24,31,2,37,3,0,0
45.5000135314,134,274,392,826,27,32,2,39,1,0,0
46.0000136802,126,264,395,830,28,40,2,32,5,0,0
46.5000138289,126,258,391,828,32,39,3,37,4,0,0
47.0000139777,122,272,400,822,29,43,3,29,3,0,0
47.5000141264,127,269,395,822,32,37,4,34,3,0,0
48.0000142752,133,267,382,819,30,33,2,46,4,0,0
48.5000144239,127,267,385,818,28,37,4,41,6,0,0
49.0000145727,125,264,393,823,32,40,3,37,2,0,0
49.5000147215,124,264,394,824,31,42,2,34,4,0,0
50.0000148702,121,271,394,811,34,44,3,35,3,0,0
50.5000150190,122,270,391,815,29,39,7,38,3,0,0
51.0000151677,125,255,377,818,30,39,4,53,2,0,0
51.5000153165,132,250,385,839,29,33,3,42,5,0,0
52.0000154652,132,244,390,850,29,33,3,39,3,0,0
52.5000156140,124,257,405,844,29,42,2,25,2,0,0
53.0000157627,123,249,388,834,29,40,5,43,1,0,0
53.5000159115,135,253,386,836,33,29,4,43,3,0,0
54.0000160602,131,250,388,842,28,33,4,42,2,0,0
54.5000162090,127,238,378,847,21,34,7,51,3,0,0
55.0000163577,133,245,385,850,24,34,1,45,2,0,0
55.5000165065,132,244,387,856,20,34,2,44,1,0,0
56.0000166552,128,251,398,852,24,39,1,28,6,0,0
56.5000168040,122,245,392,838,32,46,0,38,2,0,0
57.0000169527,116,251,393,825,34,48,4,35,4,0,0
57.5000171015,135,258,393,842,29,31,2,35,4,0,0
58.0000172503,114,245,390,833,27,52,2,38,4,0,0
58.5000173990,118,246,389,837,25,47,3,41,2,0,0
59.0000175478,130,254,384,836,25,35,3,40,8,0,0
59.5000176965,124,250,388,838,25,40,4,41,3,0,0
60.0000178453,125,249,399,849,27,40,3,31,2,0,0
