# Time 8,KK,Kpp,PP,K,Kp,K_KK,Kp_KK,Kpp_PP,Kp_PP,KKa,PPa
0.0000000000,300,0,300,1201,0,0,0,0,0,0,0
0.5000001486,231,17,300,1111,4,66,3,0,0,0,0
1.0000002973,228,56,297,1059,11,67,5,3,0,0,0
1.5000004459,223,93,290,1008,13,72,5,10,0,0,0
2.0000005946,225,143,291,958,16,70,5,7,2,0,0
2.5000007432,211,173,287,911,15,77,12,13,0,0,0
3.0000008919,218,210,277,874,12,73,9,21,2,0,0
3.5000010405,219,242,278,839,17,71,10,21,1,0,0
4.0000011892,234,274,277,813,25,59,7,19,4,0,0
4.5000013377,221,301,274,773,22,74,5,23,3,0,0
5.0000014865,240,335,269,753,22,54,6,28,3,0,0
5.5000016351,244,361,266,724,26,51,5,26,8,0,0
6.0000017833,231,368,265,701,28,63,6,34,1,0,0
6.5000019324,233,390,258,675,27,62,5,34,8,0,0
7.0000020810,236,407,257,656,31,56,8,40,3,0,0
7.5000022289,225,419,258,633,32,64,11,38,4,0,0
8.0000023783,234,445,270,631,29,62,4,27,3,0,0
8.5000025269,234,446,255,612,32,61,5,42,3,0,0
9.0000026749,226,458,261,593,37,66,8,37,2,0,0
9.5000028240,235,460,258,596,38,64,1,41,1,0,0
10.0000029725,234,468,248,579,36,58,8,49,3,0,0
10.5000031210,247,474,245,582,37,46,7,49,6,0,0
11.0000032696,247,467,242,579,44,50,3,55,3,0,0
11.5000034181,234,465,234,562,42,61,5,57,9,0,0
12.0000035667,238,475,242,563,43,58,4,53,5,0,0
12.5000037152,241,481,256,578,39,53,6,39,5,0,0
13.0000038637,238,482,251,566,42,58,4,43,6,0,0
13.5000040123,244,491,262,576,40,52,4,33,5,0,0
14.0000041608,248,501,252,564,36,46,6,45,3,0,0
14.5000043094,250,508,250,561,32,45,5,49,1,0,0
15.0000044579,242,500,249,560,32,53,5,44,7,0,0
15.5000046065,239,500,254,561,33,53,8,46,0,0,0
16.0000047550,241,520,252,541,33,54,5,45,3,0,0
16.5000049037,239,525,249,531,33,56,5,42,9,0,0
17.0000050525,244,527,248,534,32,51,5,51,1,0,0
17.5000052013,249,527,229,524,28,45,6,63,8,0,0
18.0000053500,246,527,241,532,29,51,3,54,5,0,0
18.5000054988,228,529,249,516,33,67,5,47,4,0,0
19.0000056475,231,548,250,499,35,65,4,48,2,0,0
19.5000057963,240,565,253,493,36,57,3,45,2,0,0
20.0000059450,255,570,245,497,34,41,4,49,6,0,0
20.5000060938,254,561,251,511,34,38,8,47,2,0,0
21.0000062425,263,564,252,517,35,36,1,43,5,0,0
21.5000063913,258,563,255,520,31,42,0,39,6,0,0
22.0000065400,254,554,251,517,35,43,3,48,1,0,0
22.5000066888,256,537,242,524,38,38,6,54,4,0,0
23.0000068375,253,522,231,527,36,45,2,66,3,0,0
23.5000069863,244,519,238,530,34,49,7,56,6,0,0
24.0000071350,232,505,237,531,34,60,8,58,5,0,0
24.5000072838,234,508,248,529,46,59,7,42,10,0,0
25.0000074326,237,518,251,529,42,59,4,44,5,0,0
25.5000075813,243,527,258,532,43,51,6,37,5,0,0
26.0000077301,235,516,237,512,45,58,7,57,6,0,0
26.5000078788,234,518,243,509,51,60,6,52,5,0,0
27.0000080276,253,525,256,529,56,43,4,41,3,0,0
27.5000081763,244,526,257,517,59,44,12,42,1,0,0
28.0000083251,244,524,247,516,52,51,5,46,7,0,0
28.5000084738,246,530,254,517,54,52,2,43,3,0,0
29.0000086226,256,525,242,521,53,39,5,52,6,0,0
29.5000087713,258,523,247,533,50,39,3,48,5,0,0
30.0000089201,248,513,242,531,47,49,3,51,7,0,0
30.5000090688,252,510,240,537,46,44,4,56,4,0,0
31.0000092176,250,506,249,546,48,44,6,50,1,0,0
31.5000093663,240,503,250,538,50,55,5,47,3,0,0
32.0000095151,248,508,245,536,50,46,6,53,2,0,0
32.5000096638,245,507,239,524,54,54,1,56,5,0,0
33.0000098126,241,509,251,531,53,54,5,43,6,0,0
33.5000099614,234,518,251,515,53,61,5,43,6,0,0
34.0000101101,245,533,257,517,53,52,3,42,1,0,0
34.5000102589,247,527,242,510,53,50,3,54,4,0,0
